Utility_Name,Fuel_Type,Lat,Lon,Stack_x,Stack_y,percentOutput_plant,percentOutput_utility
"""Panda Solar NC 4; LLC	""",solar,-78.5243,34.5194,-107.128,17,0.00035,0.00035
Graham Solar Center LLC,solar,-79.0144,34.3097,-107.116,17,0.00084,0.00084
Manway Solar; LLC,solar,-78.4294,34.7458,-107.104,17,0.000875,0.000875
Tamworth Holdings; LLC,solar,-78.4212,34.7456,-107.092,17,0.000875,0.000875
Quarter Horse Farm LLC,solar,-77.642,34.437,-107.08,17,0.000788,0.000788
Chauncey Farm,solar,-78.5219,34.3375,-107.068,17,0.000858,0.000858
AGA TAG Solar IV LLC,solar,-78.0644,34.2736,-107.056,17,0.00084,0.00084
International Paper Riegelwood Mill,woodandbyproducts,-78.2137,34.3533,-107.044,17,0.010609,0.010609
Delco Farm; LLC,solar,-78.209,34.319,-107.032,17,0.000875,0.000875
Current Energy Group,solar,-78.0092,34.8022,-107.02,17,0.000875,0.000875
CPI USA NC Southport,woodandbyproducts,-78.0118,33.9444,-107.008,17,0.018733,0.018733
Chadbourn Farm LLC,solar,-78.7649,34.3247,-106.996,17,0.000875,0.000875
Bearford Farm; LLC,solar,-77.9242,34.61,-106.984,17,0.000875,0.000875
Crockett Farm; LLC,solar,-77.5525,35.2308,-106.972,17,0.000875,0.000875
Lenoir Farm 2 LLC,solar,-77.475,35.35,-106.96,17,0.000875,0.000875
Lenoir Farm LLC,solar,-77.6664,35.3317,-106.948,17,0.000875,0.000875
Kinston Davis Farm; LLC,solar,-77.6426,35.2184,-106.936,17,0.000875,0.000875
Kinston Solar LLC,solar,-77.6083,35.3706,-106.924,17,0.00035,0.00035
Woodland Church Farm; LLC,solar,-77.8536,35.0583,-106.912,17,0.000875,0.000875
Albertson Solar LLC,solar,-77.8127,35.093,-106.9,17,0.000875,0.000875
Atkinson Farm; LLC,solar,-77.7952,34.897,-106.888,17,0.000875,0.000875
Atkinson Solar II LLC,solar,-77.792,34.897,-106.876,17,0.000333,0.000333
New Bern Farm LLC,solar,-77.0567,35.2096,-106.864,17,0.000875,0.000875
Onslow Power Producers,landfillgas,-77.5431,34.7975,-106.852,17,0.000333,0.000333
Moorings Farm LLC,solar,-77.8292,35.3058,-106.84,17,0.000875,0.000875
Moorings Farm 2; LLC,solar,-77.8289,35.3057,-106.828,17,0.000875,0.000875
Lang Solar Farm; LLC,solar,-77.5028,35.1959,-106.816,17,0.000875,0.000875
Badger Farm; LLC,solar,-77.2288,34.839,-106.804,17,0.000788,0.000788
New Bern,landfillgas,-77.2267,35.1681,-106.792,17,0.000945,0.000945
Craven County Wood Energy LP,woodandbyproducts,-77.1679,35.1302,-106.78,17,0.008403,0.008403
Snow Hill Solar 2 LLC,solar,-77.6494,35.4442,-106.768,17,0.00035,0.00035
Weyerhaeuser New Bern NC,woodandbyproducts,-77.1144,35.212,-106.756,17,0.005077,0.005077
Dragstrip Farm LLC,solar,-81.4161,35.7581,-106.744,17,0.000875,0.000875
Two Lines Farm LLC,solar,-81.3267,35.6292,-106.732,17,0.000875,0.000875
Apple; Inc,solar,-81.2078,35.7389,-106.72,17,0.003396,0.02472
Apple; Inc,solar,-81.15,35.715,-106.72,17,0.003064,0.02472
Apple; Inc,solar,-81.252,35.5881,-106.72,17,0.003501,0.02472
Apple; Inc,solar,-111.34,33.053,-106.72,17,0.008754,0.02472
Apple; Inc,solar,-119.14,39.1281,-106.72,17,0.003484,0.02472
Apple; Inc,solar,-122.01,37.33,-106.72,17,0.002521,0.02472
Iredell County LFG Facility,landfillgas,-80.826,35.7693,-106.708,17,0.00056,0.00056
Cline Solar; LLC,solar,-81.417,35.72,-106.696,17,0.000858,0.000858
Bernhardt Furniture Company,solar,-81.5409,35.85,-106.684,17,0.000175,0.000175
Apple Data Center - Fuel Cell 1&2,landfillgas,-81.2667,35.5883,-106.672,17,0.001751,0.001751
Blackburn Landfill Co-Generation,landfillgas,-81.3006,35.6067,-106.66,17,0.000508,0.000508
Sigmon Catawba Farm LLC,solar,-81.2433,35.6122,-106.648,17,0.000875,0.000875
Tripple State Farm; LLC,solar,-80.7749,35.735,-106.636,17,0.000875,0.000875
Taylorsville Solar LLC,solar,-81.1525,35.9091,-106.624,17,0.000175,0.000175
Blue Ridge Paper Products Inc,coal,-82.8411,35.535,-106.612,17,0.009191,0.009191
Northbrook Tuxedo; LLC,hydro,-82.3894,35.245,-106.6,17,0.00112,0.00112
Tennessee Valley Authority,hydro,-83.805,35.4507,-106.588,17,0.053257,3.406459
Tennessee Valley Authority,hydro,-83.7914,35.0191,-106.588,17,0.002433,3.406459
Tennessee Valley Authority,hydro,-84.0876,34.9592,-106.588,17,0.003519,3.406459
Tennessee Valley Authority,hydro,-84.2822,34.8839,-106.588,17,0.003029,3.406459
Tennessee Valley Authority,nuclear,-87.1189,34.7042,-106.588,17,0.660788,3.406459
Tennessee Valley Authority,hydro,-87.6254,34.7978,-106.588,17,0.11686,3.406459
Tennessee Valley Authority,hydro,-87.3819,34.8069,-106.588,17,0.069713,3.406459
Tennessee Valley Authority,hydro,-86.3939,34.4213,-106.588,17,0.021481,3.406459
Tennessee Valley Authority,coal,-87.6539,36.3903,-106.588,17,0.432425,3.406459
Tennessee Valley Authority,coal,-86.4006,36.3156,-106.588,17,0.27234,3.406459
Tennessee Valley Authority,hydro,-84.6478,35.0947,-106.588,17,0.004202,3.406459
Tennessee Valley Authority,hydro,-84.4911,35.0823,-106.588,17,0.004097,3.406459
Tennessee Valley Authority,hydro,-84.4833,35.075,-106.588,17,0.005007,3.406459
Tennessee Valley Authority,hydro,-85.6218,35.0017,-106.588,17,0.018487,3.406459
Tennessee Valley Authority,hydro,-84.2956,35.1677,-106.588,17,0.014426,3.406459
Tennessee Valley Authority,nuclear,-85.0917,35.2267,-106.588,17,0.398759,3.406459
Tennessee Valley Authority,nuclear,-84.7895,35.6021,-106.588,17,0.393034,3.406459
Tennessee Valley Authority,hydro,-84.7855,35.6197,-106.588,17,0.034384,3.406459
Tennessee Valley Authority,hydro,-86.2783,35.1967,-106.588,17,0.007038,3.406459
Tennessee Valley Authority,hydro,-85.2295,35.1018,-106.588,17,0.02479,3.406459
Tennessee Valley Authority,hydro,-82.0902,36.5232,-106.588,17,0.007773,3.406459
Tennessee Valley Authority,hydro,-82.1264,36.3413,-106.588,17,0.01173,3.406459
Tennessee Valley Authority,hydro,-82.1264,36.3417,-106.588,17,0.001943,3.406459
Tennessee Valley Authority,hydro,-82.4381,36.4403,-106.588,17,0.019853,3.406459
Tennessee Valley Authority,hydro,-82.5086,36.4982,-106.588,17,0.007125,3.406459
Tennessee Valley Authority,coal,-84.1567,36.0211,-106.588,17,0.152312,3.406459
Tennessee Valley Authority,hydro,-83.5393,35.9623,-106.588,17,0.031145,3.406459
Tennessee Valley Authority,hydro,-84.0914,36.2242,-106.588,17,0.022234,3.406459
Tennessee Valley Authority,coal,-84.5194,35.8992,-106.588,17,0.244749,3.406459
Tennessee Valley Authority,hydro,-84.3003,35.8853,-106.588,17,0.013866,3.406459
Tennessee Valley Authority,hydro,-84.2431,35.7917,-106.588,17,0.029447,3.406459
Tennessee Valley Authority,wind,-84.3387,36.121,-106.588,17,0.000368,3.406459
Tennessee Valley Authority,hydro,-83.4977,36.1682,-106.588,17,0.02479,3.406459
Tennessee Valley Authority,hydro,-88.2494,35.0683,-106.588,17,0.04277,3.406459
Tennessee Valley Authority,hydro,-85.6341,35.8067,-106.588,17,0.006198,3.406459
Tennessee Valley Authority,hydro,-88.2692,37.0131,-106.588,17,0.038953,3.406459
Tennessee Valley Authority,coal,-88.775,37.1517,-106.588,17,0.211135,3.406459
Northbrook Carolina Hydro II; LLC,hydro,-83.3708,35.2194,-106.576,17,0.000175,0.001803
Northbrook Carolina Hydro II; LLC,hydro,-83.9258,35.0647,-106.576,17,0.000315,0.001803
Northbrook Carolina Hydro II; LLC,hydro,-81.5975,35.1381,-106.576,17,0.001313,0.001803
Lake Lure Town of,hydro,-82.184,35.4259,-106.564,17,0.00063,0.00063
Madison Hydro Partners,hydro,-82.6183,35.7716,-106.552,17,0.00021,0.00021
Northbrook Carolina Hydro LLC,hydro,-82.1864,35.3348,-106.54,17,0.000945,0.002451
Northbrook Carolina Hydro LLC,hydro,-82.484,34.8522,-106.54,17,0.00042,0.002451
Northbrook Carolina Hydro LLC,hydro,-82.375,34.5275,-106.54,17,0.00084,0.002451
Northbrook Carolina Hydro LLC,hydro,-82.1993,34.4555,-106.54,17,0.000245,0.002451
Brookfield Smoky Mountain Hydropower LP,hydro,-83.9383,35.4478,-106.528,17,0.025035,0.068278
Brookfield Smoky Mountain Hydropower LP,hydro,-83.8639,35.4475,-106.528,17,0.007003,0.068278
Brookfield Smoky Mountain Hydropower LP,hydro,-84.0503,35.5453,-106.528,17,0.008929,0.068278
Brookfield Smoky Mountain Hydropower LP,hydro,-83.9806,35.4923,-106.528,17,0.027311,0.068278
The Biltmore Company,solar,-82.5884,35.5612,-106.516,17,0.000263,0.000263
Metropolitan Sewerage District,hydro,-82.5992,35.6497,-106.504,17,0.00042,0.00042
Murphy Farm Power; LLC,solar,-84.1573,34.9992,-106.492,17,0.000158,0.000158
CS Murphy Point; LLC,solar,-84.1662,34.9895,-106.48,17,0.000158,0.000158
Martins Creek Solar NC; LLC,solar,-84.0157,35.0204,-106.468,17,0.000158,0.000158
Lee County Landfill,landfillgas,-80.2678,34.1811,-106.456,17,0.001856,0.001856
Gary Solar; LLC,solar,-80.2217,34.1991,-106.444,17,0.00035,0.00035
Cameron Solar; LLC,solar,-80.707,33.574,-106.432,17,0.003501,0.003501
Cameron Solar II; LLC,solar,-80.699,33.567,-106.42,17,0.000718,0.000718
TIG Sun Energy IV; LLC,solar,-81.0514,33.9324,-106.408,17,0.00028,0.00028
South Carolina Public Service Authority,hydro,-81.9025,34.1697,-106.396,17,0.001208,0.63549
South Carolina Public Service Authority,coal,-80.1132,33.3715,-106.396,17,0.411417,0.63549
South Carolina Public Service Authority,coal,-79.3572,33.3318,-106.396,17,0.19783,0.63549
South Carolina Public Service Authority,hydro,-79.9909,33.2444,-106.396,17,0.024685,0.63549
South Carolina Public Service Authority,hydro,-80.164,33.4538,-106.396,17,0.00035,0.63549
International Paper Eastover Facility,woodandbyproducts,-80.6397,33.8872,-106.384,17,0.018032,0.018032
Dominion Energy South Carolina; Inc,coal,-80.6228,33.8264,-106.372,17,0.119748,0.329991
Dominion Energy South Carolina; Inc,hydro,-81.3309,34.2613,-106.372,17,0.002626,0.329991
Dominion Energy South Carolina; Inc,nuclear,-81.3153,34.2983,-106.372,17,0.169994,0.329991
Dominion Energy South Carolina; Inc,hydro,-81.2172,34.0533,-106.372,17,0.034752,0.329991
Dominion Energy South Carolina; Inc,hydro,-81.4486,34.6642,-106.372,17,0.00077,0.329991
Dominion Energy South Carolina; Inc,hydro,-82.0512,33.5626,-106.372,17,0.002101,0.329991
Richland County Landfill,landfillgas,-80.7906,34.1031,-106.36,17,0.001436,0.001436
River Solar; LLC,solar,-80.1281,34.1078,-106.348,17,0.00035,0.00035
Vincent Solar; LLC,solar,-80.1083,34.0916,-106.336,17,0.00035,0.00035
Abbot Solar; LLC,solar,-80.2403,33.6784,-106.324,17,0.00035,0.00035
Bonefish Solar; LLC,solar,-80.1908,33.7209,-106.312,17,0.00035,0.00035
Jamison Solar Farm,solar,-80.8371,33.574,-106.3,17,0.00021,0.00021
DP-C2 Episode 1 LLC,solar,-81.2736,33.7862,-106.288,17,0.001436,0.006408
DP-C2 Episode 1 LLC,solar,-81.3862,33.2442,-106.288,17,0.00084,0.006408
DP-C2 Episode 1 LLC,solar,-81.3517,33.2777,-106.288,17,0.00063,0.006408
DP-C2 Episode 1 LLC,solar,-81.2618,33.3443,-106.288,17,0.003501,0.006408
Odyssey Solar; LLC,solar,-81.266,33.79,-106.276,17,0.001436,0.001436
Champion Solar; LLC,solar,-81.2624,33.7947,-106.264,17,0.001891,0.001891
Swamp Fox Solar; LLC,solar,-81.2562,33.7915,-106.252,17,0.001891,0.001891
St. Matthews Solar; LLC,solar,-80.7586,33.6867,-106.24,17,0.001786,0.001786
Saluda Solar II; LLC,solar,-81.739,34.011,-106.228,17,0.000595,0.000595
Peony Solar; LLC,solar,-81.254,33.502,-106.216,17,0.006828,0.006828
Bond Solar; LLC,solar,-80.363,33.6172,-106.204,17,0.00035,0.00035
Bloom Solar; LLC,solar,-80.3366,33.6105,-106.192,17,0.00035,0.00035
City of Columbia SC,hydro,-81.0494,33.9972,-106.18,17,0.001733,0.001733
ATOOD Solar III LLC,solar,-82.0421,34.9965,-106.168,17,0.00035,0.00035
Limelight Solar II LLC,solar,-81.8782,34.9939,-106.156,17,0.00035,0.00035
Converse Energy Inc,hydro,-81.8344,34.9953,-106.144,17,0.00021,0.00021
Lockhart Power Co,hydro,-81.4561,34.7792,-106.132,17,0.003151,0.003344
Lockhart Power Co,hydro,-81.7456,34.9214,-106.132,17,0.000193,0.003344
Wellford Renewable Energy Plant,landfillgas,-82.1303,35.0012,-106.12,17,0.00028,0.00028
International Paper Georgetown Mill,woodandbyproducts,-79.3026,33.3602,-106.108,17,0.015564,0.015564
Georgetown LFGTE,landfillgas,-79.3161,33.4536,-106.096,17,0.000175,0.000175
South Carolina Genertg Co; Inc,coal,-79.9297,33.0158,-106.084,17,0.112921,0.112921
Dorchester Biomass,woodandbyproducts,-80.4503,33.2386,-106.072,17,0.003291,0.003291
US Army Corps of Engineers,hydro,-79.93,33.4261,-106.06,17,0.014706,0.014706
TIG Sun Energy I LLC,solar,-80.6925,32.9133,-106.048,17,0.000438,0.000438
Otis Elevator Company,solar,-79.7923,34.2393,-106.036,17,0.000175,0.000175
Florence Mill,woodandbyproducts,-79.5606,34.1497,-106.024,17,0.018085,0.018085
Rankin Solar Center; LLC,solar,-79.6551,34.2345,-106.012,17,0.001751,0.001751
Marlboro Mill,woodandbyproducts,-79.785,34.605,-106.0,17,0.005987,0.005987
Horry Land Fill Gas Site,landfillgas,-78.9672,33.8125,-105.988,17,0.000578,0.000578
Bell Bay Solar Farm,solar,-78.918,33.6677,-105.976,17,0.00028,0.00028
Darlington Solar; LLC,solar,-79.917,34.32,-105.964,17,0.001751,0.001751
CBH Lessor LLC,solar,-79.458,33.7622,-105.952,17,0.001751,0.001751
Sapphire Solar; LLC,solar,-79.7837,33.8878,-105.94,17,0.00035,0.00035
Jessamine Solar; LLC,solar,-79.3906,34.2305,-105.928,17,0.000333,0.000333
Runway Solar Farm,solar,-78.918,33.6677,-105.916,17,0.00035,0.00035
South Solar; LLC,solar,-79.6061,33.9954,-105.904,17,0.00035,0.00035
Willis Solar; LLC,solar,-79.565,33.9846,-105.892,17,0.00035,0.00035
Goldenrod Solar; LLC,solar,-79.5629,33.9629,-105.88,17,0.00035,0.00035
Blacktip Solar; LLC,solar,-79.756,33.9005,-105.868,17,0.00035,0.00035
Watauga Solar; LLC,solar,-79.8446,34.5239,-105.856,17,0.00035,0.00035
Pelzer Hydro Co Inc,hydro,-82.4479,34.6165,-105.844,17,0.000543,0.000875
Pelzer Hydro Co Inc,hydro,-82.4544,34.6424,-105.844,17,0.000333,0.000875
Anderson Regional Landfill,landfillgas,-80.7906,34.1031,-105.832,17,0.000525,0.000525
Enoree Phase II Landfill Gas Recovery,landfillgas,-82.1847,34.8008,-105.82,17,0.000525,0.000525
BMW Manufacturing Co,landfillgas,-82.1783,34.8942,-105.808,17,0.001751,0.001751
City of Abbeville - (SC),hydro,-82.6097,34.2572,-105.796,17,0.00063,0.00063
Pelzer Solar I; LLC,solar,-82.502,34.6576,-105.784,17,0.000175,0.000175
Whitt Solar; LLC,solar,-82.5243,34.7216,-105.772,17,0.00035,0.00035
Crown Solar Center; LLC,solar,-80.7199,34.6482,-105.76,17,0.000525,0.000525
Berkeley County Landfill,landfillgas,-80.0294,33.1211,-105.748,17,0.000525,0.000525
Shaw Creek Solar,solar,-81.7544,33.6747,-105.736,17,0.013113,0.013113
Savannah River Site Biomass Cogen,woodandbyproducts,-81.6667,33.2833,-105.724,17,0.002801,0.002801
Haley Solar; LLC,solar,-81.2934,33.0234,-105.712,17,0.001436,0.001436
Allendale Biomass,woodandbyproducts,-81.2819,32.995,-105.7,17,0.003291,0.003291
Barnwell Solar; LLC,solar,-81.351,33.237,-105.688,17,0.000945,0.000945
USCE-Savannah District,hydro,-82.1961,33.6602,-105.676,17,0.058824,0.129728
USCE-Savannah District,hydro,-82.8219,34.3564,-105.676,17,0.070904,0.129728
Southern Current One; LLC,solar,-81.2159,32.9473,-105.664,17,0.001786,0.001786
Estill Solar I; LLC,solar,-81.2422,32.7638,-105.652,17,0.003501,0.003501
Hampton Solar II; LLC,solar,-81.136,32.881,-105.64,17,0.003501,0.003501
Hampton Solar I; LLC,solar,-81.133,32.879,-105.628,17,0.00119,0.00119
Moffett Solar 1; LLC,solar,-80.9802,32.6207,-105.616,17,0.012167,0.012167
Ridgeland Solar Farm I; LLC,solar,-80.961,32.465,-105.604,17,0.001751,0.001751
Mill Shoals Hydro Co Inc,hydro,-83.9903,33.6894,-105.592,17,0.000175,0.000175
Simon Solar Farm LLC,solar,-83.6758,33.6781,-105.58,17,0.005252,0.005252
MARTA,solar,-84.2678,33.7833,-105.568,17,0.000175,0.000175
BJ Gas Recovery,landfillgas,-84.2378,33.93,-105.556,17,0.00028,0.00028
Georgia Power Co,coal,-84.9222,34.1256,-105.544,17,0.565829,2.325677
Georgia Power Co,coal,-85.0323,33.4134,-105.544,17,0.313902,2.325677
Georgia Power Co,solar,-84.4009,33.7554,-105.544,17,0.000175,2.325677
Georgia Power Co,hydro,-84.3827,33.9684,-105.544,17,0.001838,2.325677
Georgia Power Co,hydro,-83.5406,34.7939,-105.544,17,0.001681,2.325677
Georgia Power Co,hydro,-83.5011,34.7553,-105.544,17,0.00105,2.325677
Georgia Power Co,hydro,-83.4063,34.7504,-105.544,17,0.002906,2.325677
Georgia Power Co,hydro,-83.3755,34.7313,-105.544,17,0.012763,2.325677
Georgia Power Co,hydro,-83.3519,34.7133,-105.544,17,0.009104,2.325677
Georgia Power Co,hydro,-83.3426,34.6815,-105.544,17,0.00499,2.325677
Georgia Power Co,solar,-83.1439,34.0942,-105.544,17,0.000385,2.325677
Georgia Power Co,solar,-84.9319,34.7181,-105.544,17,0.001138,2.325677
Georgia Power Co,solar,-81.8239,33.1706,-105.544,17,0.00042,2.325677
Georgia Power Co,nuclear,-81.7625,33.1427,-105.544,17,0.403013,2.325677
Georgia Power Co,solar,-82.1401,33.3866,-105.544,17,0.005252,2.325677
Georgia Power Co,hydro,-83.8419,33.3208,-105.544,17,0.003992,2.325677
Georgia Power Co,solar,-83.3896,33.3081,-105.544,17,0.000175,2.325677
Georgia Power Co,hydro,-83.2028,33.1403,-105.544,17,0.007668,2.325677
Georgia Power Co,coal,-83.8075,33.0606,-105.544,17,0.602244,2.325677
Georgia Power Co,hydro,-84.1376,31.6028,-105.544,17,0.001103,2.325677
Georgia Power Co,solar,-81.4428,32.4128,-105.544,17,0.00063,2.325677
Georgia Power Co,solar,-81.5954,31.9047,-105.544,17,0.005252,2.325677
Georgia Power Co,nuclear,-82.3447,31.9342,-105.544,17,0.30795,2.325677
Georgia Power Co,solar,-81.5636,30.8349,-105.544,17,0.005287,2.325677
Georgia Power Co,solar,-84.0933,31.5607,-105.544,17,0.005462,2.325677
Georgia Power Co,hydro,-84.9969,32.5163,-105.544,17,0.010329,2.325677
Georgia Power Co,hydro,-84.9956,32.4988,-105.544,17,0.006022,2.325677
Georgia Power Co,solar,-84.9688,32.3524,-105.544,17,0.005252,2.325677
Georgia Power Co,hydro,-85.0916,32.662,-105.544,17,0.033106,2.325677
Georgia Power Co,hydro,-85.0805,32.6097,-105.544,17,0.006758,2.325677
USCE-Mobile District,hydro,-84.7282,34.1637,-105.532,17,0.012605,0.117175
USCE-Mobile District,hydro,-84.0774,34.1623,-105.532,17,0.022199,0.117175
USCE-Mobile District,hydro,-85.1887,32.9187,-105.532,17,0.015231,0.117175
USCE-Mobile District,hydro,-84.8639,30.7086,-105.532,17,0.007616,0.117175
USCE-Mobile District,hydro,-85.0652,31.6245,-105.532,17,0.029412,0.117175
USCE-Mobile District,hydro,-86.7843,32.3242,-105.532,17,0.014356,0.117175
USCE-Mobile District,hydro,-87.3998,32.1009,-105.532,17,0.015756,0.117175
Inland Paperboard Packaging Rome,woodandbyproducts,-85.3275,34.2528,-105.52,17,0.010679,0.010679
Piedmont Green Power,woodandbyproducts,-84.1256,33.0453,-105.508,17,0.009366,0.009366
DG Georgia Solar II; LLC,solar,-85.034,33,-105.496,17,0.000403,0.000403
Axium US Solar Holdings LLC,solar,-84.3431,32.9208,-105.484,17,0.000175,0.009524
Axium US Solar Holdings LLC,solar,-84.5439,32.9647,-105.484,17,0.00042,0.009524
Axium US Solar Holdings LLC,solar,-84.1319,31.1839,-105.484,17,0.002801,0.009524
Axium US Solar Holdings LLC,solar,-115.5406,32.7125,-105.484,17,0.001751,0.009524
Axium US Solar Holdings LLC,solar,-120.9956,37.7342,-105.484,17,0.004377,0.009524
BFI Waste Systems of GA; LLC,solar,-84.3361,33.665,-105.472,17,0.000175,0.000175
DeKalb County Green Energy Facility,landfillgas,-84.2594,33.6553,-105.46,17,0.00056,0.00056
MAS ASB Cogen Plant,landfillgas,-84.3944,33.655,-105.448,17,0.001155,0.001155
Constellation Solar Georgia 2; LLC,solar,-82.321,32.605,-105.436,17,0.000508,0.00077
Constellation Solar Georgia 2; LLC,solar,-85.031,31.138,-105.436,17,0.000263,0.00077
Live Oak Solar; LLC,solar,-82.1028,32.4238,-105.424,17,0.008929,0.008929
Constellation Solar Georgia; LLC.,solar,-82.41,32.883,-105.412,17,0.000175,0.000175
Rabun Gap Cogen Facility,woodandbyproducts,-83.3786,34.9536,-105.4,17,0.002976,0.002976
CII Methane Management III LFG Plant,landfillgas,-83.2639,33.9256,-105.388,17,0.00028,0.00028
Tallassee Shoals LLC,hydro,-83.4984,33.9892,-105.376,17,0.000368,0.000368
High Shoals Hydro,hydro,-83.5049,33.8165,-105.364,17,0.000245,0.000245
Walton Electric Member Corp,solar,-83.6971,33.7368,-105.352,17,0.000438,0.000613
Walton Electric Member Corp,solar,-83.638,33.8388,-105.352,17,0.000175,0.000613
Walton Solar,solar,-83.6974,33.8446,-105.34,17,0.000525,0.000525
White Oak Solar; LLC,solar,-82.1113,33.0368,-105.328,17,0.013393,0.013393
Augusta Canal Authority,hydro,-81.9827,33.477,-105.316,17,0.000175,0.000893
Augusta Canal Authority,hydro,-81.9925,33.4879,-105.316,17,0.000368,0.000893
Augusta Canal Authority,hydro,-81.9912,33.4852,-105.316,17,0.00035,0.000893
International Paper Augusta Mill,woodandbyproducts,-81.9531,33.3283,-105.304,17,0.013883,0.013883
White Pine Solar; LLC,solar,-84.257,32.506,-105.292,17,0.017717,0.017717
Dublin Solar I; LLC,solar,-82.926,32.581,-105.28,17,0.000718,0.000718
Taylor,landfillgas,-84.3872,32.4522,-105.268,17,0.001401,0.001401
Flint River Operations,woodandbyproducts,-84.0667,32.2544,-105.256,17,0.01173,0.01173
Riverwood International Macon Mill,woodandbyproducts,-83.6281,32.7714,-105.244,17,0.013918,0.013918
Rincon Solar I; LLC,solar,-81.2844,32.2929,-105.232,17,0.003046,0.003046
Interstate Paper LLC Riceboro,woodandbyproducts,-81.4079,31.7416,-105.22,17,0.002539,0.002539
International Paper Savanna Mill,co_firing_biomass,-81.1242,32.1004,-105.208,17,0.026943,0.026943
Port Wentworth Mill,woodandbyproducts,-81.1586,32.1561,-105.196,17,0.006828,0.006828
Superior Landfill Gas Recovery,landfillgas,-81.2722,32.0303,-105.184,17,0.00112,0.00112
Brunswick Cellulose,woodandbyproducts,-81.5216,31.1754,-105.172,17,0.01264,0.01264
PInova Inc,woodandbyproducts,-81.4787,31.1648,-105.16,17,0.001243,0.001243
SR South Loving; LLC,solar,-82.6022,31.8194,-105.148,17,0.009191,0.009191
SR Hazlehurst III; LLC,solar,-82.6021,31.8325,-105.136,17,0.007003,0.007003
SR Hazlehurst; LLC,solar,-82.575,31.8103,-105.124,17,0.003501,0.003501
Rayonier Advanced Materials - Jesup Plant,woodandbyproducts,-81.8439,31.6593,-105.112,17,0.012553,0.012553
Pecan Row Landfill To Electric Facility,landfillgas,-83.3625,30.815,-105.1,17,0.00084,0.00084
Quitman Solar; LLC,solar,-83.6433,30.849,-105.088,17,0.026261,0.026261
Dougherty County Solar; LLC,solar,-84.0445,31.512,-105.076,17,0.021009,0.021009
MCLB Landfill Gas to Energy,other_waste_biomass,-84.0675,31.5461,-105.064,17,0.000333,0.000333
GA Solar 3; LLC,solar,-84.1475,31.1962,-105.052,17,0.010067,0.010067
Georgia-Pacific Cedar Springs,woodandbyproducts,-85.0951,31.166,-105.04,17,0.015756,0.015756
Crisp County Power Comm,hydro,-83.942,31.8477,-105.028,17,0.002661,0.002661
South Columbus Water Resource Facility,other_waste_biomass,-84.9761,32.4119,-105.016,17,0.00063,0.00063
Rayonier Fernandina Mill,woodandbyproducts,-81.473,30.6612,-105.004,17,0.008491,0.008491
Duke Energy Florida; LLC,solar,-82.6961,29.8826,-104.992,17,0.013113,0.050315
Duke Energy Florida; LLC,solar,-83.1869,30.4443,-104.992,17,0.013113,0.050315
Duke Energy Florida; LLC,solar,-83.1741,30.3763,-104.992,17,0.001541,0.050315
Duke Energy Florida; LLC,solar,-83.5601,30.1193,-104.992,17,0.000893,0.050315
Duke Energy Florida; LLC,solar,-82.8431,29.6351,-104.992,17,0.013113,0.050315
Duke Energy Florida; LLC,solar,-81.2417,28.0581,-104.992,17,0.000665,0.050315
Duke Energy Florida; LLC,solar,-81.364,27.3311,-104.992,17,0.007878,0.050315
Florida Power & Light Co,solar,-82.2269,30.2473,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-82.75,30.29,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-82.8643,30.2962,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-81.0641,29.1702,-104.98,17,0.00014,1.247643
Florida Power & Light Co,solar,-82.0583,29.6656,-104.98,17,0.013113,1.247643
Florida Power & Light Co,solar,-81.8972,29.7569,-104.98,17,0.013113,1.247643
Florida Power & Light Co,solar,-81.8445,29.6122,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-81.1,29.08,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-80.3677,25.77,-104.98,17,0.00014,1.247643
Florida Power & Light Co,solar,-80.6811,28.4586,-104.98,17,0.001751,1.247643
Florida Power & Light Co,solar,-80.7948,27.6304,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-80.5414,27.2378,-104.98,17,0.013113,1.247643
Florida Power & Light Co,solar,-80.5372,27.6095,-104.98,17,0.013113,1.247643
Florida Power & Light Co,solar,-80.5782,27.5733,-104.98,17,0.013113,1.247643
Florida Power & Light Co,solar,-80.5211,27.8658,-104.98,17,0.013113,1.247643
Florida Power & Light Co,nuclear,-80.3308,25.4356,-104.98,17,0.509631,1.247643
Florida Power & Light Co,solar,-80.49,25.64,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-81.1292,26.7016,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-80.3065,26.7601,-104.98,17,0.013043,1.247643
Florida Power & Light Co,nuclear,-80.2464,27.3486,-104.98,17,0.34454,1.247643
Florida Power & Light Co,solar,-81.325,26.6926,-104.98,17,0.013113,1.247643
Florida Power & Light Co,solar,-81.7596,26.8579,-104.98,17,0.013043,1.247643
Florida Power & Light Co,solar,-81.751,26.8616,-104.98,17,0.014864,1.247643
Florida Power & Light Co,solar,-82.3553,27.6075,-104.98,17,0.013113,1.247643
